"ienv.cp","zenv.cp","freq","maxgrp","IndVal","obsiv.prob","zscore","5%","10%","50%","90%","95%","purity","reliability","z.median","filter","taxon"
176.432280256839,12.4387755102041,78,2,77.7,0.004,5.9,8.08192191075367,10.5365502920986,14.2766439909297,172.238979118329,176.331266448252,0.732,1,5.83424103621951,0,"ARSC"
176.432280256839,165.30008494598,78,1,95.09,0.004,7.25,6.82380835896002,127.537625104254,158.563218390805,172.137965309742,176.331266448252,0.916,1,6.97948331067966,0,"GEROT"
13.328798185941,56.5898741483627,77,2,69.47,0.004,4.72,11.952380952381,12.8424036281179,55.5196181036517,71.3302938852221,100.074829931973,0.988,1,5.0118323657139,2,"FEBR"
176.432280256839,17.0317742481608,74,2,69.44,0.004,4.6,10.4216411705498,11.9385149969079,151.116131855782,176.432280256839,180.625581395349,0.48,1,5.63017272095179,0,"POBI6"
3.69134396355353,61.376993166287,67,2,52.59,0.084,1.64,5.45124716553288,5.69153267367553,61.376993166287,176.331266448252,176.432280256839,0.572,0.836,2.70827786883099,0,"MIOB2"
142.316874221669,134.503409090909,64,1,82.9,0.004,5.1,14.8414263141154,91.8189475944342,129.329759007697,142.857985821518,146.640804663609,0.936,1,5.37936371139666,0,"ERSI3"
12.4387755102041,11.5695845536392,60,2,87.96,0.004,7.71,10.9445304410851,11.3273268398268,12.4387755102041,15.6196318387495,19.1211081416414,1,1,8.31352544742958,2,"DECE"
5.69153267367553,12.4387755102041,59,2,73.44,0.004,6.35,5.69153267367553,5.69153267367553,14.2207354153783,73.9662783571494,81.1189931350114,0.996,1,7.04092901835793,2,"TRPAP"
121.626097155754,65.3018170627134,55,2,78.52,0.004,6.53,24.2094420958805,30.8221939577789,79.6460569319704,121.626097155754,122.479308164929,1,1,7.20018240369807,2,"POARG"
11.5695845536392,12.4387755102041,50,2,61.19,0.004,3.75,11.1867881548975,11.5695845536392,14.2766439909297,74.5676094315911,138.030441202663,0.952,0.992,4.08514657139721,2,"CAOC4"
43.8034830140007,43.8034830140007,48,1,89.25,0.004,10.73,21.4738041002278,26.8600926402087,37.9112811791383,70.9921122295072,71.0384361419511,1,1,11.1947682026553,1,"LLSE"
55.5196181036517,55.5196181036517,48,2,55.05,0.008,3.52,2.83684574817019,13.6920634920635,55.5196181036517,66.8146195660712,124.597616050344,0.884,0.944,3.82754992547619,0,"LUSP4"
9.94977581941868,17.0317742481608,47,2,63.49,0.004,5.56,9.94977581941868,10.6895284477427,57.4829157175399,68.0272108843537,76.6455172805645,1,1,6.14677112292962,2,"TRSP2"
35.5051007435774,34.0130372515139,44,1,80.09,0.004,10.02,27.6661619136481,30.8943021399904,43.8034830140007,76.739398279236,80.734114845551,1,1,10.4435627350004,1,"POVI3"
19.8282262510271,19.8282262510271,39,1,99.6,0.004,16.23,16.8418706328685,17.6355418879881,22.5638642466798,28.6634316532457,32.1438941182246,1,1,15.5078113687854,1,"CARUD"
19.8282262510271,19.8282262510271,39,1,90.05,0.004,12.66,12.4387755102041,15.9695470495891,19.8282262510271,34.0130372515139,37.9112811791383,1,1,12.1196771701373,1,"SEDES"
5.69153267367553,66.6798871973732,38,1,47.66,0.016,3.05,5.69153267367553,9.62220697867053,60.3953443593429,83.2642476987274,91.8189475944342,0.572,0.992,3.81469538771752,0,"CASCS2"
121.626097155754,121.626097155754,36,2,48.89,0.008,3.16,14.6610495212071,36.3734407836361,119.979172326597,122.479308164929,153.088829775744,0.988,0.868,3.5013203269497,0,"POA"
55.5196181036517,55.5196181036517,35,2,60.11,0.004,7.11,14.2766439909297,21.4257144813371,55.3424036281179,61.376993166287,65.7199646461003,1,1,7.44696669911292,2,"LEPY2"
70.9921122295072,43.8034830140007,35,2,76.73,0.004,12.28,42.6422018348624,47.3846974687311,65.2710706150342,85.5981978380744,97.1757369614512,1,1,13.1329098100381,2,"SIPR"
105.156392694064,91.8189475944342,32,2,85.72,0.004,12.97,76.0859129123948,87.7867372744088,100.82700820054,114.056322096714,116.079445171312,1,1,13.5647969655013,2,"FEMI3"
19.8282262510271,19.8282262510271,32,1,67.3,0.004,9.8,14.2766439909297,14.9372136033901,25.3741237561738,47.2252044407507,64.6518934402995,1,1,9.94709881087525,1,"SELA"
66.6798871973732,66.6798871973732,31,2,72.74,0.004,9.63,54.0588444641508,59.962722627166,69.6447885425266,96.3730158730159,101.26491187384,1,1,9.99602370757124,2,"RAAD"
6.15865285508143,12.4387755102041,31,1,68.1,0.004,7.05,5.49355076261194,5.76530612244898,12.4387755102041,27.6661619136481,83.2642476987274,1,1,7.83789073686322,1,"SIACS2"
16.6761929247223,34.0130372515139,29,1,78.84,0.004,14.29,15.5990672026386,16.3314006581654,24.2094420958805,34.0130372515139,34.8934240362812,1,1,14.197832274566,1,"KOMY"
16.6761929247223,15.6196318387495,28,1,80.92,0.004,13.14,13.5104308390023,14.8208616780045,16.6761929247223,21.4738041002278,24.6060370980437,1,1,13.9098675574399,1,"NOMO2"
66.6798871973732,55.5196181036517,28,1,41.58,0.004,3.76,40.9511601996018,52.1156181244551,66.6798871973732,95.5737166815562,100.622104605956,0.956,1,4.62784353213537,1,"STLO2"
3.69134396355353,8.21070615034169,27,1,66.15,0.004,8.14,4.62663498902277,5.91836734693878,9.19727891156462,14.8619909502262,19.8282262510271,1,1,8.81990848735624,1,"ARFEF3"
15.6196318387495,15.6196318387495,27,2,46.18,0.004,4.27,14.2766439909297,14.65122139765,15.6196318387495,39.3139934261165,55.5196181036517,0.984,0.992,4.45905944178596,2,"CHJA"
14.2766439909297,14.2766439909297,26,2,44.83,0.004,4.98,12.2282374908961,12.9168934240363,14.2766439909297,85.970815436016,101.652272727273,0.884,1,5.03537591099939,0,"AGME3"
12.4387755102041,11.5695845536392,25,1,84.91,0.004,12.18,10.0587917906342,10.9445304410851,12.8424036281179,20.9929079113205,22.6049060792925,1,1,13.1130355506858,1,"ORALA"
8.86971007081648,8.86971007081648,22,1,91.57,0.004,12.35,7.91620901967469,8.53827499108983,11.5695845536392,14.88127680676,15.6196318387495,1,1,13.3713989663361,1,"CAPU"
12.4387755102041,11.5695845536392,22,1,82,0.004,14.61,11.5695845536392,11.9385149969079,14.2766439909297,19.8282262510271,21.4738041002278,1,1,14.8995461716641,1,"CAUN2"
74.0033374871046,74.583787615874,22,1,46.81,0.004,6.66,43.1647783654746,55.3424036281179,73.9570135746606,76.6455172805645,78.1731207289294,1,1,7.02277531952725,1,"GEAL2"
176.432280256839,176.432280256839,22,2,65.18,0.008,4.48,11.3273268398268,109.878681963993,176.331266448252,185.904547030429,188.210862656609,0.944,0.872,4.52022509327766,0,"POAL2"
176.432280256839,61.376993166287,20,1,30.55,0.008,3.2,12.4387755102041,15.580203566275,60.4839515971098,176.331266448252,177.881192782244,0.5,0.996,4.19983563425023,0,"CALE4"
25.3741237561738,30.8943021399904,18,1,35.24,0.004,5.67,15.6083212888885,17.2608080455096,30.5854429251988,93.5983346687405,95.5207616533911,1,1,6.45420534578718,1,"CEARS2"
7.43736796161137,6.88471872767372,18,1,89.57,0.004,14.09,6.03389378478664,6.68795448323597,7.43736796161137,12.4387755102041,13.1471655328798,1,1,14.164904287148,1,"TEGR3"
4.00961667302281,6.88471872767372,18,1,73.71,0.004,10.94,4.05260309836218,4.26719457013575,6.88471872767372,12.8424036281179,13.328798185941,1,1,11.9954799586274,1,"TRDA2"
6.88471872767372,14.8414263141154,17,1,70.83,0.004,12.88,6.51588136396111,6.88471872767372,14.2766439909297,15.9000438636993,17.0062767414658,1,1,13.2824695498584,1,"CARO2"
3.69134396355353,3.69134396355353,17,1,95.96,0.004,9.32,3.01480637813212,3.54897494305239,8.86971007081648,22.6384857605211,31.0940961682155,1,1,10.1455081382889,1,"PHPU5"
190.097848168939,190.097848168939,15,2,28.24,0.132,1,5.94231215213358,8.06361499801135,101.33600658795,204.017368792019,204.017368792019,0.508,0.608,2.47473867457115,0,"CAREX"
6.88471872767372,10.9445304410851,15,1,35.91,0.004,5.39,6.15865285508143,6.87364411518032,10.9445304410851,105.341064543431,185.904547030429,0.876,0.984,5.35862230777101,0,"DRABA"
165.30008494598,165.30008494598,15,2,97.95,0.004,13.2,107.466094714899,111.602356053244,152.666181766761,165.401098754567,172.137965309742,1,1,14.0619769508486,2,"ERME2"
117.548167322427,117.548167322427,15,1,22.84,0.084,1.57,11.3590465343313,15.6175753751384,56.9027371423795,118.709090909091,119.979172326597,0.68,0.644,2.178329647841,0,"PODI2"
5.29818594104308,6.5797300655422,15,1,83.47,0.004,14.67,4.66338827803769,5.0552833434057,6.5797300655422,12.8424036281179,13.8210611167544,1,1,13.9021489448713,1,"TOPY"
165.30008494598,165.30008494598,14,2,97.64,0.004,14.9,108.617894680729,114.056322096714,155.351724137931,172.137965309742,172.238979118329,1,1,13.5940788099089,2,"CAPY3"
4.62663498902277,4.22850678733032,14,1,92.87,0.004,12.94,4.33280646059019,4.62663498902277,5.69153267367553,14.2766439909297,16.7328540507112,1,1,14.2286029060631,1,"ERNA"
190.097848168939,190.097848168939,13,2,34.55,0.048,2.12,15.5164526066837,20.8764397452911,139.964033312578,190.097848168939,190.181964565255,0.6,0.696,2.70673978235536,0,"POGLR2"
